,name,code
2300,피엔아이컴퍼니,242350
2301,피엔에이치테크,239890
2302,피엔케이피부임상연구센타,347740
2303,피엔티,137400
2304,피제이메탈,128660
2305,피제이전자,6140
2306,피코그램,376180
2307,피플바이오,304840
2308,피피아이,62970
2309,픽셀플러스,87600
2310,핀텔,291810
2311,필옵틱스,161580
2312,핌스,347770
2313,핑거,163730
2314,핑거스토리,417180
2315,하나금융16호스팩,343510
2316,하나금융19호스팩,388220
2317,하나금융20호스팩,400560
2318,하나금융21호스팩,406760
2319,하나금융22호스팩,418170
2320,하나금융23호스팩,427950
2321,하나금융24호스팩,430230
2322,하나금융25호스팩,435620
2323,하나금융지주,86790
2324,하나기술,299030
2325,하나마이크론,67310
2326,하나머스트7호스팩,372290
2327,하나머티리얼즈,166090
2328,하나제약,293480
2329,하나투어,39130
2330,하림,136480
2331,하림지주,3380
2332,하이드로리튬,101670
2333,하이딥,365590
2334,하이로닉,149980
2335,하이록코리아,13030
2336,하이브,352820
2337,하이비젼시스템,126700
2338,하이소닉,106080
2339,하이스틸,71090
2340,하이제6호스팩,377400
2341,하이제7호스팩,400840
2342,하이즈항공,221840
2343,하이텍팜,106190
2344,하이트론,19490
2345,하이트진로,80
2346,하이트진로홀딩스,140
2347,하인크코리아,373200
2348,하츠,66130
2349,한국ANKOR유전,152550
2350,한국가구,4590
2351,한국가스공사,36460
2352,한국경제TV,39340
2353,한국공항,5430
2354,한국금융지주,71050
2355,한국기업평가,34950
2356,한국내화,10040
2357,한국단자,25540
2358,한국맥널티,222980
2359,한국미라클피플사,331660
2360,한국비엔씨,256840
2361,한국석유,4090
2362,한국선재,25550
2363,한국수출포장,2200
2364,한국쉘석유,2960
2365,한국알콜,17890
2366,한국앤컴퍼니,240
2367,한국유니온제약,80720
2368,한국자산신탁,123890
2369,한국전력,15760
2370,한국전자금융,63570
2371,한국전자인증,41460
2372,한국전자홀딩스,6200
2373,한국정밀기계,101680
2374,한국정보공학,39740
2375,한국정보인증,53300
2376,한국정보통신,25770
2377,한국제10호스팩,409570
2378,한국제11호스팩,436610
2379,한국조선해양,9540
2380,한국종합기술,23350
2381,한국주강,25890
2382,한국주철관,970
2383,한국철강,104700
2384,한국카본,17960
2385,한국캐피탈,23760
2386,한국컴퓨터,54040
2387,한국콜마,161890
2388,한국콜마홀딩스,24720
2389,한국큐빅,21650
2390,한국타이어앤테크놀로지,161390
2391,한국테크놀로지,53590
2392,한국토지신탁,34830
2393,한국특강,7280
2394,한국파마,32300
2395,한국패러랠,168490
2396,한국팩키지,37230
2397,한국프랜지,10100
2398,한국항공우주,47810
2399,한국화장품,123690
2400,한국화장품제조,3350
2401,한글과컴퓨터,30520
2402,한네트,52600
2403,한농화성,11500
2404,한독,2390
2405,한독크린텍,256150
2406,한라IMS,92460
2407,한미글로벌,53690
2408,한미반도체,42700
2409,한미사이언스,8930
2410,한미약품,128940
2411,한빛소프트,47080
2412,한샘,9240
2413,한섬,20000
2414,한성기업,3680
2415,한세실업,105630
2416,한세엠케이,69640
2417,한세예스24홀딩스,16450
2418,한솔PNS,10420
2419,한솔로지스틱스,9180
2420,한솔아이원스,114810
2421,한솔인티큐브,70590
2422,한솔제지,213500
2423,한솔케미칼,14680
2424,한솔테크닉스,4710
2425,한솔홀딩스,4150
2426,한솔홈데코,25750
2427,한송네오텍,226440
2428,한스바이오메드,42520
2429,한신공영,4960
2430,한신기계,11700
2431,한양디지텍,78350
2432,한양이엔지,45100
2433,한양증권,1750
2434,한온시스템,18880
2435,한올바이오파마,9420
2436,한익스프레스,14130
2437,한일단조,24740
2438,한일사료,5860
2439,한일시멘트,300720
2440,한일진공,123840
2441,한일철강,2220
2442,한일현대시멘트,6390
2443,한일홀딩스,3300
2444,한일화학,7770
2445,한전KPS,51600
2446,한전기술,52690
2447,한전산업,130660
2448,한중엔시에스,107640
2449,한진,2320
2450,한진중공업홀딩스,3480
2451,한진칼,180640
2452,한창,5110
2453,한창산업,79170
2454,한창제지,9460
2455,한컴라이프케어,372910
2456,한컴위드,54920
2457,한탑,2680
2458,한화,880
2459,한화생명,88350
2460,한화손해보험,370
2461,한화솔루션,9830
2462,한화시스템,272210
2463,한화에어로스페이스,12450
2464,한화투자증권,3530
2465,한화플러스제2호스팩,386580
2466,한화플러스제3호스팩,430460
2467,해성디에스,195870
2468,해성산업,34810
2469,해성옵틱스,76610
2470,해성티피씨,59270
2471,해태제과식품,101530
2472,핸디소프트,220180
2473,핸즈코퍼레이션,143210
2474,헝셩그룹,900270
2475,헥토이노베이션,214180
2476,헥토파이낸셜,234340
2477,헬릭스미스,84990
2478,현대건설,720
2479,현대건설기계,267270
2480,현대공업,170030
2481,현대그린푸드,5440
2482,현대글로비스,86280
2483,현대두산인프라코어,42670
2484,현대로템,64350
2485,현대리바트,79430
2486,현대모비스,12330
2487,현대무벡스,319400
2488,현대미포조선,10620
2489,현대바이오,48410
2490,현대바이오랜드,52260
2491,현대백화점,69960
2492,현대비앤지스틸,4560
2493,현대약품,4310
2494,현대에너지솔루션,322000
2495,현대에버다임,41440
2496,현대에이치티,39010
2497,현대엘리베이,17800
2498,현대오토에버,307950
2499,현대위아,11210
2500,현대이지웰,90850
2501,현대일렉트릭,267260
2502,현대제철,4020
2503,현대중공업,329180
2504,현대차,5380
2505,현대차증권,1500
2506,현대코퍼레이션,11760
2507,현대코퍼레이션홀딩스,227840
2508,현대퓨처넷,126560
2509,현대해상,1450
2510,현대홈쇼핑,57050
2511,현우산업,92300
2512,협진,138360
2513,형지I&C,11080
2514,형지엘리트,93240
2515,혜인,3010
2516,호전실업,111110
2517,호텔신라,8770
2518,홈센타홀딩스,60560
2519,홈캐스트,64240
2520,화성밸브,39610
2521,화성산업,2460
2522,화승알앤에이,378850
2523,화승엔터프라이즈,241590
2524,화승인더,6060
2525,화승코퍼레이션,13520
2526,화신,10690
2527,화신정공,126640
2528,화인베스틸,133820
2529,화일약품,61250
2530,화천기계,10660
2531,화천기공,850
2532,환인제약,16580
2533,황금에스티,32560
2534,효성,4800
2535,효성ITX,94280
2536,효성오앤비,97870
2537,효성중공업,298040
2538,효성첨단소재,298050
2539,효성티앤씨,298020
2540,효성화학,298000
2541,후성,93370
2542,휠라홀딩스,81660
2543,휴네시온,290270
2544,휴니드,5870
2545,휴럼,353190
2546,휴림네트웍스,192410
2547,휴림로봇,90710
2548,휴마시스,205470
2549,휴맥스,115160
2550,휴맥스홀딩스,28080
2551,휴먼엔,32860
2552,휴메딕스,200670
2553,휴벡셀,212310
2554,휴비스,79980
2555,휴비츠,65510
2556,휴센텍,215090
2557,휴스틸,5010
2558,휴엠앤씨,263920
2559,휴온스,243070
2560,휴온스글로벌,84110
2561,휴젤,145020
2562,흥구석유,24060
2563,흥국,10240
2564,흥국에프엔비,189980
2565,흥국화재,540
2566,흥아해운,3280
2567,희림,37440
2568,힘스,238490
2569,하이닉스,660
2570,현대자동차,5380
